stock,features,n_features,mae,mse,rmse,r2,adj_r2,time
Alcon_0A0D.LON,TOP_16_COMBINED,16,0.0018584216601473579,7.291391126589668e-06,0.0027002576037462923,0.9363435390055197,0.9327189718314568,0.10959482192993164
Alcon_0A0D.LON,TOP_17_COMBINED,17,0.0019266065240027793,7.952884160412664e-06,0.0028200858427382424,0.9305684674485822,0.9263529815436747,0.11542892456054688
Alcon_0A0D.LON,TOP_18_COMBINED,18,0.0020158255674984807,8.727055969656664e-06,0.0029541590968762436,0.9238096697483117,0.9188941645707834,0.1212003231048584
Alcon_0A0D.LON,TOP_19_COMBINED,19,0.002002500851568266,8.626803247991269e-06,0.0029371420203986166,0.924684911983365,0.9195374779102856,0.15757393836975098
Alcon_0A0D.LON,TOP_20_COMBINED,20,0.001978948672485618,8.392015808556411e-06,0.0028968976178933925,0.9267346905812893,0.9214447765438373,0.11892843246459961
Alcon_0A0D.LON,ALL_FEATURES_COMBINED,56,0.002625256748750856,1.4787210718343533e-05,0.0038454142453503673,0.8709023441525812,0.8409045486029735,0.3145463466644287
Amrize_AMRZ,BASELINE_NONE,0,0.006823439350022363,6.480522741507241e-05,0.00805016940288044,-1.4494496573965936,-1.4494496573965936,0.05503535270690918
Amrize_AMRZ,open_lag_1,1,0.006387431281418806,6.53280036867273e-05,0.008082574075548413,-1.469209084383842,-1.6144566775828912,0.044504642486572266
Amrize_AMRZ,open_lag_2,1,0.006136865903129332,6.416016125863318e-05,0.008010003823883805,-1.4250680274122085,-1.567719087848221,0.03558635711669922
Amrize_AMRZ,open_lag_3,1,0.005995521330760911,6.271301090903989e-05,0.007919154683994995,-1.3703699410169716,-1.5098034669591462,0.0334470272064209
Amrize_AMRZ,high_lag_1,1,0.006098317383392489,5.689297732692488e-05,0.0075427433554990375,-1.1503895500457233,-1.2768830529895894,0.03261590003967285
Amrize_AMRZ,high_lag_2,1,0.0060340698504977525,5.683729888325441e-05,0.007539051590435922,-1.1482850663456738,-1.2746547761307134,0.04725003242492676
Amrize_AMRZ,high_lag_3,1,0.0059248490445767,5.563144790736437e-05,0.007458649201253828,-1.1027073964943335,-1.2263960668763532,0.022337913513183594
Amrize_AMRZ,low_lag_1,1,0.006117591643260911,5.885980657875621e-05,0.007672014505901055,-1.224729991846802,-1.3555964619554373,0.04313230514526367
Amrize_AMRZ,low_lag_2,1,0.006252511462339858,6.277955797375557e-05,0.007923355221984911,-1.3728852270729024,-1.5124667110183672,0.03432416915893555
Amrize_AMRZ,low_lag_3,1,0.005995521330760911,5.9296412794239094e-05,0.007700416403951094,-1.2412324406088757,-1.373069642997633,0.035009145736694336
Amrize_AMRZ,close_lag_1,1,0.005944123304445121,5.52860815184063e-05,0.00743546108310751,-1.089653548574144,-1.2125743455490938,0.03499650955200195
Amrize_AMRZ,close_lag_2,1,0.006001946084050384,5.682253949853925e-05,0.007538072664716045,-1.147727204406507,-1.2740640987833602,0.040452003479003906
